frame,time_s,teacher_boxes,student_boxes,count_gap,disagreement
Incredible_traffic_Sound_in__0009556,318.9,9,6,3,0.3333
Incredible_traffic_Sound_in__0009736,324.9,21,14,7,0.3333
Incredible_traffic_Sound_in__0009781,326.4,21,14,7,0.3333
Incredible_traffic_Sound_in__0010216,340.9,18,12,6,0.3333
Incredible_traffic_Sound_in__0010246,341.9,18,12,6,0.3333
Incredible_traffic_Sound_in__0010321,344.4,18,12,6,0.3333
Incredible_traffic_Sound_in__0010951,365.4,18,12,6,0.3333
Incredible_traffic_Sound_in__0012061,402.4,18,12,6,0.3333
Incredible_traffic_Sound_in__0012676,423.0,9,6,3,0.3333
Incredible_traffic_Sound_in__0012721,424.5,8,12,4,0.3333
Incredible_traffic_Sound_in__0013201,440.5,12,8,4,0.3333
Incredible_traffic_Sound_in__0013231,441.5,12,8,4,0.3333
Incredible_traffic_Sound_in__0013576,453.0,21,14,7,0.3333
Incredible_traffic_Sound_in__0013726,458.0,21,14,7,0.3333
Incredible_traffic_Sound_in__0015361,512.5,21,14,7,0.3333
Incredible_traffic_Sound_in__0015466,516.0,18,12,6,0.3333
Incredible_traffic_Sound_in__0015901,530.6,18,12,6,0.3333
Incredible_traffic_Sound_in__0016696,557.1,9,6,3,0.3333
Incredible_traffic_Sound_in__0016966,566.1,15,10,5,0.3333
Incredible_traffic_Sound_in__0017881,596.6,4,6,2,0.3333
Incredible_traffic_Sound_in__0018046,602.1,15,10,5,0.3333
Incredible_traffic_Sound_in__0019306,644.2,21,14,7,0.3333
Incredible_traffic_Sound_in__0020251,675.7,15,10,5,0.3333
Incredible_traffic_Sound_in__0020341,678.7,15,10,5,0.3333
Incredible_traffic_Sound_in__0021001,700.7,15,10,5,0.3333
Incredible_traffic_Sound_in__0021211,707.7,21,14,7,0.3333
Incredible_traffic_Sound_in__0021466,716.2,21,14,7,0.3333
Incredible_traffic_Sound_in__0021931,731.8,24,16,8,0.3333
Incredible_traffic_Sound_in__0022711,757.8,21,14,7,0.3333
Incredible_traffic_Sound_in__0022756,759.3,21,14,7,0.3333
Incredible_traffic_Sound_in__0023626,788.3,15,10,5,0.3333
Incredible_traffic_Sound_in__0025306,844.4,21,14,7,0.3333
Incredible_traffic_Sound_in__0025351,845.9,21,14,7,0.3333
Incredible_traffic_Sound_in__0026371,879.9,27,18,9,0.3333
Incredible_traffic_Sound_in__0026446,882.4,21,14,7,0.3333
Incredible_traffic_Sound_in__0026671,889.9,12,8,4,0.3333
Incredible_traffic_Sound_in__0029551,986.0,12,8,4,0.3333
Incredible_traffic_Sound_in__0029746,992.5,9,6,3,0.3333
Incredible_traffic_Sound_in__0029911,998.0,12,8,4,0.3333
Incredible_traffic_Sound_in__0030631,1022.1,12,8,4,0.3333
Incredible_traffic_Sound_in__0030706,1024.6,12,8,4,0.3333
Incredible_traffic_Sound_in__0030721,1025.1,9,6,3,0.3333
Incredible_traffic_Sound_in__0031051,1036.1,15,10,5,0.3333
Incredible_traffic_Sound_in__0031186,1040.6,12,8,4,0.3333
Incredible_traffic_Sound_in__0031201,1041.1,12,8,4,0.3333
Incredible_traffic_Sound_in__0031771,1060.1,12,8,4,0.3333
Incredible_traffic_Sound_in__0031981,1067.1,18,12,6,0.3333
Incredible_traffic_Sound_in__0032236,1075.6,21,14,7,0.3333
Incredible_traffic_Sound_in__0032326,1078.6,18,12,6,0.3333
Incredible_traffic_Sound_in__0032446,1082.6,21,14,7,0.3333
Incredible_traffic_Sound_in__0032761,1093.1,15,10,5,0.3333
Incredible_traffic_Sound_in__0032776,1093.6,12,8,4,0.3333
Incredible_traffic_Sound_in__0032821,1095.1,15,10,5,0.3333
Incredible_traffic_Sound_in__0032836,1095.6,12,8,4,0.3333
Incredible_traffic_Sound_in__0033676,1123.7,8,12,4,0.3333
Incredible_traffic_Sound_in__0034111,1138.2,6,9,3,0.3333
Incredible_traffic_Sound_in__0034216,1141.7,6,9,3,0.3333
Incredible_traffic_Sound_in__0034426,1148.7,8,12,4,0.3333
Incredible_traffic_Sound_in__0034696,1157.7,12,8,4,0.3333
Incredible_traffic_Sound_in__0034711,1158.2,12,8,4,0.3333
Incredible_traffic_Sound_in__0034756,1159.7,12,8,4,0.3333
Incredible_traffic_Sound_in__0034801,1161.2,12,8,4,0.3333
Incredible_traffic_Sound_in__0034831,1162.2,12,8,4,0.3333
Incredible_traffic_Sound_in__0034996,1167.7,9,6,3,0.3333
Incredible_traffic_Sound_in__0035356,1179.7,12,8,4,0.3333
Incredible_traffic_Sound_in__0035626,1188.7,12,8,4,0.3333
Incredible_traffic_Sound_in__0035656,1189.7,15,10,5,0.3333
Incredible_traffic_Sound_in__0035701,1191.2,15,10,5,0.3333
Incredible_traffic_Sound_in__0035926,1198.7,18,12,6,0.3333
Incredible_traffic_Sound_in__0014146,472.0,31,21,10,0.3226
Incredible_traffic_Sound_in__0024751,825.9,28,19,9,0.3214
Incredible_traffic_Sound_in__0025201,840.9,28,19,9,0.3214
Incredible_traffic_Sound_in__0014071,469.5,25,17,8,0.32
Incredible_traffic_Sound_in__0025036,835.4,25,17,8,0.32
Incredible_traffic_Sound_in__0000076,2.5,22,15,7,0.3182
Incredible_traffic_Sound_in__0002881,96.1,22,15,7,0.3182
Incredible_traffic_Sound_in__0005941,198.2,22,15,7,0.3182
Incredible_traffic_Sound_in__0009766,325.9,22,15,7,0.3182
Incredible_traffic_Sound_in__0012226,407.9,22,15,7,0.3182
Incredible_traffic_Sound_in__0013756,459.0,22,15,7,0.3182
Incredible_traffic_Sound_in__0015316,511.0,22,15,7,0.3182
Incredible_traffic_Sound_in__0021421,714.7,22,15,7,0.3182
Incredible_traffic_Sound_in__0022531,751.8,22,15,7,0.3182
Incredible_traffic_Sound_in__0000031,1.0,19,13,6,0.3158
Incredible_traffic_Sound_in__0001651,55.1,19,13,6,0.3158
Incredible_traffic_Sound_in__0002746,91.6,19,13,6,0.3158
Incredible_traffic_Sound_in__0004276,142.7,13,19,6,0.3158
Incredible_traffic_Sound_in__0004831,161.2,19,13,6,0.3158
Incredible_traffic_Sound_in__0011086,369.9,19,13,6,0.3158
Incredible_traffic_Sound_in__0012181,406.4,19,13,6,0.3158
Incredible_traffic_Sound_in__0020761,692.7,19,13,6,0.3158
Incredible_traffic_Sound_in__0020866,696.2,19,13,6,0.3158
Incredible_traffic_Sound_in__0021226,708.2,19,13,6,0.3158
Incredible_traffic_Sound_in__0022276,743.3,19,13,6,0.3158
Incredible_traffic_Sound_in__0026356,879.4,19,13,6,0.3158
Incredible_traffic_Sound_in__0027646,922.5,19,13,6,0.3158
Incredible_traffic_Sound_in__0029386,980.5,19,13,6,0.3158
Incredible_traffic_Sound_in__0029401,981.0,19,13,6,0.3158
Incredible_traffic_Sound_in__0030061,1003.0,19,13,6,0.3158
Incredible_traffic_Sound_in__0030151,1006.0,19,13,6,0.3158
Incredible_traffic_Sound_in__0030511,1018.1,19,13,6,0.3158
Incredible_traffic_Sound_in__0031741,1059.1,19,13,6,0.3158
Incredible_traffic_Sound_in__0000421,14.0,16,11,5,0.3125
Incredible_traffic_Sound_in__0000856,28.6,16,11,5,0.3125
Incredible_traffic_Sound_in__0001111,37.1,16,11,5,0.3125
Incredible_traffic_Sound_in__0002776,92.6,16,11,5,0.3125
Incredible_traffic_Sound_in__0003406,113.6,16,11,5,0.3125
Incredible_traffic_Sound_in__0003496,116.6,16,11,5,0.3125
Incredible_traffic_Sound_in__0003691,123.2,11,16,5,0.3125
Incredible_traffic_Sound_in__0005521,184.2,11,16,5,0.3125
Incredible_traffic_Sound_in__0008701,290.3,16,11,5,0.3125
Incredible_traffic_Sound_in__0009406,313.8,16,11,5,0.3125
Incredible_traffic_Sound_in__0012091,403.4,16,11,5,0.3125
Incredible_traffic_Sound_in__0013126,438.0,16,11,5,0.3125
Incredible_traffic_Sound_in__0018001,600.6,16,11,5,0.3125
Incredible_traffic_Sound_in__0021151,705.7,16,11,5,0.3125
Incredible_traffic_Sound_in__0022291,743.8,16,11,5,0.3125
Incredible_traffic_Sound_in__0022411,747.8,16,11,5,0.3125
Incredible_traffic_Sound_in__0024106,804.3,16,11,5,0.3125
Incredible_traffic_Sound_in__0025471,849.9,16,11,5,0.3125
Incredible_traffic_Sound_in__0026536,885.4,16,11,5,0.3125
Incredible_traffic_Sound_in__0028021,935.0,16,11,5,0.3125
Incredible_traffic_Sound_in__0028456,949.5,16,11,5,0.3125
Incredible_traffic_Sound_in__0028531,952.0,16,11,5,0.3125
Incredible_traffic_Sound_in__0030391,1014.0,16,11,5,0.3125
Incredible_traffic_Sound_in__0032011,1068.1,16,11,5,0.3125
Incredible_traffic_Sound_in__0032641,1089.1,16,11,5,0.3125
Incredible_traffic_Sound_in__0035806,1194.7,16,11,5,0.3125
Incredible_traffic_Sound_in__0003931,131.2,13,9,4,0.3077
Incredible_traffic_Sound_in__0004651,155.2,13,9,4,0.3077
Incredible_traffic_Sound_in__0004921,164.2,13,9,4,0.3077
Incredible_traffic_Sound_in__0008131,271.3,26,18,8,0.3077
Incredible_traffic_Sound_in__0009451,315.3,13,9,4,0.3077
Incredible_traffic_Sound_in__0012916,431.0,13,9,4,0.3077
Incredible_traffic_Sound_in__0013171,439.5,13,9,4,0.3077
Incredible_traffic_Sound_in__0015946,532.1,13,9,4,0.3077
Incredible_traffic_Sound_in__0016321,544.6,13,9,4,0.3077
Incredible_traffic_Sound_in__0016771,559.6,13,9,4,0.3077
Incredible_traffic_Sound_in__0018136,605.1,13,9,4,0.3077
Incredible_traffic_Sound_in__0023431,781.8,13,9,4,0.3077
Incredible_traffic_Sound_in__0025531,851.9,13,9,4,0.3077
Incredible_traffic_Sound_in__0026116,871.4,9,13,4,0.3077
Incredible_traffic_Sound_in__0026941,898.9,13,9,4,0.3077
Incredible_traffic_Sound_in__0027766,926.5,13,9,4,0.3077
Incredible_traffic_Sound_in__0031156,1039.6,13,9,4,0.3077
Incredible_traffic_Sound_in__0031801,1061.1,13,9,4,0.3077
Incredible_traffic_Sound_in__0032926,1098.6,13,9,4,0.3077
Incredible_traffic_Sound_in__0033871,1130.2,13,9,4,0.3077
Incredible_traffic_Sound_in__0034621,1155.2,13,9,4,0.3077
Incredible_traffic_Sound_in__0035086,1170.7,13,9,4,0.3077
Incredible_traffic_Sound_in__0007696,256.8,23,16,7,0.3043
Incredible_traffic_Sound_in__0014461,482.5,23,16,7,0.3043
Incredible_traffic_Sound_in__0020671,689.7,23,16,7,0.3043
Incredible_traffic_Sound_in__0021856,729.3,23,16,7,0.3043
Incredible_traffic_Sound_in__0022441,748.8,23,16,7,0.3043
Incredible_traffic_Sound_in__0014206,474.0,33,23,10,0.303
Incredible_traffic_Sound_in__0000796,26.6,20,14,6,0.3
Incredible_traffic_Sound_in__0002056,68.6,20,14,6,0.3
Incredible_traffic_Sound_in__0002926,97.6,20,14,6,0.3
Incredible_traffic_Sound_in__0003556,118.7,10,7,3,0.3
Incredible_traffic_Sound_in__0004591,153.2,10,7,3,0.3
Incredible_traffic_Sound_in__0004606,153.7,10,7,3,0.3
Incredible_traffic_Sound_in__0006466,215.7,20,14,6,0.3
Incredible_traffic_Sound_in__0007651,255.3,20,14,6,0.3
Incredible_traffic_Sound_in__0012961,432.5,10,7,3,0.3
Incredible_traffic_Sound_in__0013291,443.5,10,7,3,0.3
Incredible_traffic_Sound_in__0013621,454.5,20,14,6,0.3
Incredible_traffic_Sound_in__0013876,463.0,10,7,3,0.3
Incredible_traffic_Sound_in__0014596,487.0,10,7,3,0.3
Incredible_traffic_Sound_in__0015346,512.0,20,14,6,0.3
Incredible_traffic_Sound_in__0015406,514.0,20,14,6,0.3
Incredible_traffic_Sound_in__0015631,521.6,20,14,6,0.3
Incredible_traffic_Sound_in__0017626,588.1,7,10,3,0.3
Incredible_traffic_Sound_in__0018256,609.1,10,7,3,0.3
Incredible_traffic_Sound_in__0021301,710.7,20,14,6,0.3
Incredible_traffic_Sound_in__0022456,749.3,20,14,6,0.3
Incredible_traffic_Sound_in__0024841,828.9,20,14,6,0.3
Incredible_traffic_Sound_in__0029146,972.5,20,14,6,0.3
Incredible_traffic_Sound_in__0035461,1183.2,10,7,3,0.3
Incredible_traffic_Sound_in__0001741,58.1,27,19,8,0.2963
Incredible_traffic_Sound_in__0009811,327.4,27,19,8,0.2963
Incredible_traffic_Sound_in__0024736,825.4,27,19,8,0.2963
Incredible_traffic_Sound_in__0001531,51.1,17,12,5,0.2941
Incredible_traffic_Sound_in__0002101,70.1,17,12,5,0.2941
Incredible_traffic_Sound_in__0002296,76.6,17,12,5,0.2941
Incredible_traffic_Sound_in__0004351,145.2,17,12,5,0.2941
Incredible_traffic_Sound_in__0004696,156.7,17,12,5,0.2941
Incredible_traffic_Sound_in__0005371,179.2,17,12,5,0.2941
Incredible_traffic_Sound_in__0005416,180.7,17,12,5,0.2941
Incredible_traffic_Sound_in__0006721,224.3,17,12,5,0.2941
Incredible_traffic_Sound_in__0007666,255.8,17,12,5,0.2941
Incredible_traffic_Sound_in__0008401,280.3,17,12,5,0.2941
Incredible_traffic_Sound_in__0009166,305.8,17,12,5,0.2941
Incredible_traffic_Sound_in__0009316,310.8,17,12,5,0.2941
Incredible_traffic_Sound_in__0010231,341.4,17,12,5,0.2941
Incredible_traffic_Sound_in__0010801,360.4,17,12,5,0.2941
Incredible_traffic_Sound_in__0013666,456.0,17,12,5,0.2941
Incredible_traffic_Sound_in__0017446,582.1,17,12,5,0.2941
Incredible_traffic_Sound_in__0018016,601.1,17,12,5,0.2941
Incredible_traffic_Sound_in__0019906,664.2,17,12,5,0.2941
Incredible_traffic_Sound_in__0020806,694.2,17,12,5,0.2941
Incredible_traffic_Sound_in__0023026,768.3,17,12,5,0.2941
Incredible_traffic_Sound_in__0024496,817.3,17,12,5,0.2941
Incredible_traffic_Sound_in__0025441,848.9,17,12,5,0.2941
Incredible_traffic_Sound_in__0025681,856.9,17,12,5,0.2941
Incredible_traffic_Sound_in__0025696,857.4,17,12,5,0.2941
Incredible_traffic_Sound_in__0026956,899.4,17,12,5,0.2941
Incredible_traffic_Sound_in__0028921,965.0,17,12,5,0.2941
Incredible_traffic_Sound_in__0029311,978.0,17,12,5,0.2941
Incredible_traffic_Sound_in__0029326,978.5,17,12,5,0.2941
Incredible_traffic_Sound_in__0029986,1000.5,17,12,5,0.2941
Incredible_traffic_Sound_in__0030496,1017.5,17,12,5,0.2941
Incredible_traffic_Sound_in__0032086,1070.6,17,12,5,0.2941
Incredible_traffic_Sound_in__0032101,1071.1,17,12,5,0.2941
Incredible_traffic_Sound_in__0032116,1071.6,17,12,5,0.2941
Incredible_traffic_Sound_in__0032146,1072.6,17,12,5,0.2941
Incredible_traffic_Sound_in__0032206,1074.6,17,12,5,0.2941
Incredible_traffic_Sound_in__0032611,1088.1,17,12,5,0.2941
Incredible_traffic_Sound_in__0035836,1195.7,17,12,5,0.2941
Incredible_traffic_Sound_in__0011806,393.9,24,17,7,0.2917
Incredible_traffic_Sound_in__0021361,712.7,24,17,7,0.2917
Incredible_traffic_Sound_in__0022771,759.8,24,17,7,0.2917
Incredible_traffic_Sound_in__0024781,826.9,24,17,7,0.2917
Incredible_traffic_Sound_in__0024931,831.9,24,17,7,0.2917
Incredible_traffic_Sound_in__0000046,1.5,21,15,6,0.2857
Incredible_traffic_Sound_in__0001501,50.1,14,10,4,0.2857
Incredible_traffic_Sound_in__0004456,148.7,14,10,4,0.2857
Incredible_traffic_Sound_in__0005836,194.7,21,15,6,0.2857
Incredible_traffic_Sound_in__0005896,196.7,21,15,6,0.2857
Incredible_traffic_Sound_in__0006346,211.7,14,10,4,0.2857
Incredible_traffic_Sound_in__0006751,225.3,21,15,6,0.2857
Incredible_traffic_Sound_in__0007486,249.8,14,10,4,0.2857
Incredible_traffic_Sound_in__0008821,294.3,21,15,6,0.2857
Incredible_traffic_Sound_in__0009016,300.8,14,10,4,0.2857
Incredible_traffic_Sound_in__0009091,303.3,14,10,4,0.2857
Incredible_traffic_Sound_in__0010021,334.4,14,10,4,0.2857
Incredible_traffic_Sound_in__0010921,364.4,21,15,6,0.2857
Incredible_traffic_Sound_in__0011131,371.4,21,15,6,0.2857
Incredible_traffic_Sound_in__0011311,377.4,28,20,8,0.2857
Incredible_traffic_Sound_in__0013786,460.0,21,15,6,0.2857
Incredible_traffic_Sound_in__0015241,508.5,21,15,6,0.2857
Incredible_traffic_Sound_in__0016081,536.6,14,10,4,0.2857
Incredible_traffic_Sound_in__0016681,556.6,7,5,2,0.2857
Incredible_traffic_Sound_in__0019951,665.7,14,10,4,0.2857
Incredible_traffic_Sound_in__0020011,667.7,14,10,4,0.2857
Incredible_traffic_Sound_in__0020176,673.2,10,14,4,0.2857
Incredible_traffic_Sound_in__0020791,693.7,14,10,4,0.2857
Incredible_traffic_Sound_in__0021991,733.8,21,15,6,0.2857
Incredible_traffic_Sound_in__0022471,749.8,21,15,6,0.2857
Incredible_traffic_Sound_in__0022576,753.3,21,15,6,0.2857
Incredible_traffic_Sound_in__0022891,763.8,21,15,6,0.2857
Incredible_traffic_Sound_in__0023131,771.8,14,10,4,0.2857
Incredible_traffic_Sound_in__0024241,808.8,14,10,4,0.2857
Incredible_traffic_Sound_in__0024316,811.3,14,10,4,0.2857
Incredible_traffic_Sound_in__0025456,849.4,14,10,4,0.2857
Incredible_traffic_Sound_in__0025486,850.4,14,10,4,0.2857
Incredible_traffic_Sound_in__0025561,852.9,14,10,4,0.2857
Incredible_traffic_Sound_in__0025711,857.9,14,10,4,0.2857
Incredible_traffic_Sound_in__0025861,862.9,10,14,4,0.2857
Incredible_traffic_Sound_in__0025876,863.4,10,14,4,0.2857
Incredible_traffic_Sound_in__0026101,870.9,10,14,4,0.2857
Incredible_traffic_Sound_in__0027721,925.0,14,10,4,0.2857
Incredible_traffic_Sound_in__0028171,940.0,14,10,4,0.2857
Incredible_traffic_Sound_in__0028696,957.5,21,15,6,0.2857
Incredible_traffic_Sound_in__0029191,974.0,14,10,4,0.2857
Incredible_traffic_Sound_in__0030076,1003.5,21,15,6,0.2857
Incredible_traffic_Sound_in__0030106,1004.5,21,15,6,0.2857
Incredible_traffic_Sound_in__0030466,1016.5,14,10,4,0.2857
Incredible_traffic_Sound_in__0030811,1028.1,14,10,4,0.2857
Incredible_traffic_Sound_in__0031126,1038.6,14,10,4,0.2857
Incredible_traffic_Sound_in__0032731,1092.1,14,10,4,0.2857
Incredible_traffic_Sound_in__0033241,1109.1,7,5,2,0.2857
Incredible_traffic_Sound_in__0033421,1115.1,5,7,2,0.2857
Incredible_traffic_Sound_in__0034456,1149.7,14,10,4,0.2857
Incredible_traffic_Sound_in__0034666,1156.7,14,10,4,0.2857
Incredible_traffic_Sound_in__0034681,1157.2,14,10,4,0.2857
Incredible_traffic_Sound_in__0035821,1195.2,14,10,4,0.2857
Incredible_traffic_Sound_in__0007711,257.3,25,18,7,0.28
Incredible_traffic_Sound_in__0008776,292.8,25,18,7,0.28
Incredible_traffic_Sound_in__0011761,392.4,25,18,7,0.28
Incredible_traffic_Sound_in__0014116,471.0,25,18,7,0.28
Incredible_traffic_Sound_in__0020686,690.2,25,18,7,0.28
Incredible_traffic_Sound_in__0000316,10.5,18,13,5,0.2778
Incredible_traffic_Sound_in__0001546,51.6,18,13,5,0.2778
Incredible_traffic_Sound_in__0002431,81.1,18,13,5,0.2778
Incredible_traffic_Sound_in__0007831,261.3,18,13,5,0.2778
Incredible_traffic_Sound_in__0008311,277.3,18,13,5,0.2778
Incredible_traffic_Sound_in__0009136,304.8,18,13,5,0.2778
Incredible_traffic_Sound_in__0010156,338.9,18,13,5,0.2778
Incredible_traffic_Sound_in__0011011,367.4,13,18,5,0.2778
Incredible_traffic_Sound_in__0012166,405.9,18,13,5,0.2778
Incredible_traffic_Sound_in__0012571,419.5,18,13,5,0.2778
Incredible_traffic_Sound_in__0016126,538.1,18,13,5,0.2778
Incredible_traffic_Sound_in__0018586,620.2,18,13,5,0.2778
Incredible_traffic_Sound_in__0019681,656.7,18,13,5,0.2778
Incredible_traffic_Sound_in__0020551,685.7,18,13,5,0.2778
Incredible_traffic_Sound_in__0021091,703.7,18,13,5,0.2778
Incredible_traffic_Sound_in__0021241,708.7,18,13,5,0.2778
Incredible_traffic_Sound_in__0022996,767.3,18,13,5,0.2778
Incredible_traffic_Sound_in__0024121,804.8,18,13,5,0.2778
Incredible_traffic_Sound_in__0024421,814.8,18,13,5,0.2778
Incredible_traffic_Sound_in__0024451,815.8,18,13,5,0.2778
Incredible_traffic_Sound_in__0027391,913.9,18,13,5,0.2778
Incredible_traffic_Sound_in__0028936,965.5,18,13,5,0.2778
Incredible_traffic_Sound_in__0029431,982.0,18,13,5,0.2778
Incredible_traffic_Sound_in__0030136,1005.5,18,13,5,0.2778
Incredible_traffic_Sound_in__0030226,1008.5,18,13,5,0.2778
Incredible_traffic_Sound_in__0031426,1048.6,18,13,5,0.2778
Incredible_traffic_Sound_in__0035881,1197.2,18,13,5,0.2778
Incredible_traffic_Sound_in__0035971,1200.2,18,13,5,0.2778
Incredible_traffic_Sound_in__0000091,3.0,22,16,6,0.2727
Incredible_traffic_Sound_in__0002521,84.1,11,8,3,0.2727
Incredible_traffic_Sound_in__0002716,90.6,11,8,3,0.2727
Incredible_traffic_Sound_in__0003271,109.1,22,16,6,0.2727
Incredible_traffic_Sound_in__0003526,117.7,11,8,3,0.2727
Incredible_traffic_Sound_in__0004156,138.7,11,8,3,0.2727
Incredible_traffic_Sound_in__0004171,139.2,11,8,3,0.2727
Incredible_traffic_Sound_in__0004891,163.2,22,16,6,0.2727
Incredible_traffic_Sound_in__0006361,212.2,11,8,3,0.2727
Incredible_traffic_Sound_in__0007771,259.3,22,16,6,0.2727
Incredible_traffic_Sound_in__0008521,284.3,8,11,3,0.2727
Incredible_traffic_Sound_in__0009931,331.4,22,16,6,0.2727
Incredible_traffic_Sound_in__0011161,372.4,22,16,6,0.2727
Incredible_traffic_Sound_in__0015196,507.0,22,16,6,0.2727
Incredible_traffic_Sound_in__0015616,521.1,22,16,6,0.2727
Incredible_traffic_Sound_in__0016276,543.1,8,11,3,0.2727
Incredible_traffic_Sound_in__0016831,561.6,8,11,3,0.2727
Incredible_traffic_Sound_in__0017641,588.6,11,8,3,0.2727
Incredible_traffic_Sound_in__0018406,614.1,11,8,3,0.2727
Incredible_traffic_Sound_in__0019366,646.2,22,16,6,0.2727
Incredible_traffic_Sound_in__0022201,740.8,22,16,6,0.2727
Incredible_traffic_Sound_in__0022246,742.3,22,16,6,0.2727
Incredible_traffic_Sound_in__0022681,756.8,22,16,6,0.2727
Incredible_traffic_Sound_in__0023686,790.3,11,8,3,0.2727
Incredible_traffic_Sound_in__0024286,810.3,11,8,3,0.2727
Incredible_traffic_Sound_in__0029851,996.0,11,8,3,0.2727
Incredible_traffic_Sound_in__0030661,1023.1,11,8,3,0.2727
Incredible_traffic_Sound_in__0032716,1091.6,11,8,3,0.2727
Incredible_traffic_Sound_in__0032791,1094.1,11,8,3,0.2727
Incredible_traffic_Sound_in__0034651,1156.2,11,8,3,0.2727
Incredible_traffic_Sound_in__0035011,1168.2,11,8,3,0.2727
Incredible_traffic_Sound_in__0003181,106.1,26,19,7,0.2692
Incredible_traffic_Sound_in__0011386,379.9,26,19,7,0.2692
Incredible_traffic_Sound_in__0014416,481.0,26,19,7,0.2692
Incredible_traffic_Sound_in__0000601,20.1,15,11,4,0.2667
Incredible_traffic_Sound_in__0000661,22.1,15,11,4,0.2667
Incredible_traffic_Sound_in__0001231,41.1,15,11,4,0.2667
Incredible_traffic_Sound_in__0001876,62.6,30,22,8,0.2667
Incredible_traffic_Sound_in__0002251,75.1,15,11,4,0.2667
Incredible_traffic_Sound_in__0004396,146.7,15,11,4,0.2667
Incredible_traffic_Sound_in__0007201,240.3,15,11,4,0.2667
Incredible_traffic_Sound_in__0007231,241.3,15,11,4,0.2667
Incredible_traffic_Sound_in__0007276,242.8,15,11,4,0.2667
Incredible_traffic_Sound_in__0008626,287.8,15,11,4,0.2667
Incredible_traffic_Sound_in__0009976,332.9,15,11,4,0.2667
Incredible_traffic_Sound_in__0010366,345.9,15,11,4,0.2667
Incredible_traffic_Sound_in__0010966,365.9,15,11,4,0.2667
Incredible_traffic_Sound_in__0011506,383.9,30,22,8,0.2667
Incredible_traffic_Sound_in__0012316,410.9,15,11,4,0.2667
Incredible_traffic_Sound_in__0013276,443.0,15,11,4,0.2667
Incredible_traffic_Sound_in__0014746,492.0,15,11,4,0.2667
Incredible_traffic_Sound_in__0016921,564.6,15,11,4,0.2667
Incredible_traffic_Sound_in__0017491,583.6,15,11,4,0.2667
Incredible_traffic_Sound_in__0017986,600.1,15,11,4,0.2667
Incredible_traffic_Sound_in__0018526,618.2,15,11,4,0.2667
Incredible_traffic_Sound_in__0018991,633.7,15,11,4,0.2667
Incredible_traffic_Sound_in__0019666,656.2,15,11,4,0.2667
Incredible_traffic_Sound_in__0019936,665.2,15,11,4,0.2667
Incredible_traffic_Sound_in__0020101,670.7,15,11,4,0.2667
Incredible_traffic_Sound_in__0020896,697.2,15,11,4,0.2667
Incredible_traffic_Sound_in__0023146,772.3,15,11,4,0.2667
Incredible_traffic_Sound_in__0023191,773.8,11,15,4,0.2667
Incredible_traffic_Sound_in__0024166,806.3,15,11,4,0.2667
Incredible_traffic_Sound_in__0026161,872.9,15,11,4,0.2667
Incredible_traffic_Sound_in__0026176,873.4,15,11,4,0.2667
Incredible_traffic_Sound_in__0026851,895.9,15,11,4,0.2667
Incredible_traffic_Sound_in__0027001,900.9,15,11,4,0.2667
Incredible_traffic_Sound_in__0027181,906.9,15,11,4,0.2667
Incredible_traffic_Sound_in__0027196,907.4,15,11,4,0.2667
Incredible_traffic_Sound_in__0027481,916.9,15,11,4,0.2667
Incredible_traffic_Sound_in__0030001,1001.0,15,11,4,0.2667
Incredible_traffic_Sound_in__0035866,1196.7,15,11,4,0.2667
Incredible_traffic_Sound_in__0001621,54.1,19,14,5,0.2632
Incredible_traffic_Sound_in__0002206,73.6,19,14,5,0.2632
Incredible_traffic_Sound_in__0002761,92.1,19,14,5,0.2632
Incredible_traffic_Sound_in__0007126,237.8,19,14,5,0.2632
Incredible_traffic_Sound_in__0009916,330.9,19,14,5,0.2632
Incredible_traffic_Sound_in__0013561,452.5,19,14,5,0.2632
Incredible_traffic_Sound_in__0014881,496.5,19,14,5,0.2632
Incredible_traffic_Sound_in__0015601,520.6,19,14,5,0.2632
Incredible_traffic_Sound_in__0018661,622.7,19,14,5,0.2632
Incredible_traffic_Sound_in__0019771,659.7,19,14,5,0.2632
Incredible_traffic_Sound_in__0020656,689.2,19,14,5,0.2632
Incredible_traffic_Sound_in__0021166,706.2,19,14,5,0.2632
Incredible_traffic_Sound_in__0021616,721.3,19,14,5,0.2632
Incredible_traffic_Sound_in__0023476,783.3,14,19,5,0.2632
Incredible_traffic_Sound_in__0025366,846.4,19,14,5,0.2632
Incredible_traffic_Sound_in__0025411,847.9,19,14,5,0.2632
Incredible_traffic_Sound_in__0027661,923.0,19,14,5,0.2632
Incredible_traffic_Sound_in__0028306,944.5,19,14,5,0.2632
Incredible_traffic_Sound_in__0029101,971.0,19,14,5,0.2632
Incredible_traffic_Sound_in__0031411,1048.1,19,14,5,0.2632
Incredible_traffic_Sound_in__0036001,1201.2,19,14,5,0.2632
Incredible_traffic_Sound_in__0007756,258.8,23,17,6,0.2609
Incredible_traffic_Sound_in__0009841,328.4,23,17,6,0.2609
Incredible_traffic_Sound_in__0009901,330.4,23,17,6,0.2609
Incredible_traffic_Sound_in__0011146,371.9,23,17,6,0.2609
Incredible_traffic_Sound_in__0015061,502.5,23,17,6,0.2609
Incredible_traffic_Sound_in__0015121,504.5,23,17,6,0.2609
