frame,time_s,teacher_boxes,student_boxes,count_gap,disagreement
Incredible_traffic_Sound_in__0004726,157.7,12,3,9,0.75
Incredible_traffic_Sound_in__0004546,151.7,12,4,8,0.6667
Incredible_traffic_Sound_in__0010141,338.4,18,6,12,0.6667
Incredible_traffic_Sound_in__0024391,813.8,16,6,10,0.625
Incredible_traffic_Sound_in__0009706,323.9,21,8,13,0.619
Incredible_traffic_Sound_in__0035851,1196.2,21,8,13,0.619
Incredible_traffic_Sound_in__0004516,150.7,13,5,8,0.6154
Incredible_traffic_Sound_in__0031246,1042.6,10,4,6,0.6
Incredible_traffic_Sound_in__0035686,1190.7,20,8,12,0.6
Incredible_traffic_Sound_in__0024406,814.3,17,7,10,0.5882
Incredible_traffic_Sound_in__0015286,510.0,24,10,14,0.5833
Incredible_traffic_Sound_in__0017056,569.1,12,5,7,0.5833
Incredible_traffic_Sound_in__0029626,988.5,12,5,7,0.5833
Incredible_traffic_Sound_in__0015256,509.0,19,8,11,0.5789
Incredible_traffic_Sound_in__0018076,603.1,19,8,11,0.5789
Incredible_traffic_Sound_in__0035671,1190.2,19,8,11,0.5789
Incredible_traffic_Sound_in__0022786,760.3,26,11,15,0.5769
Incredible_traffic_Sound_in__0030376,1013.5,21,9,12,0.5714
Incredible_traffic_Sound_in__0033841,1129.2,14,6,8,0.5714
Incredible_traffic_Sound_in__0004741,158.2,16,7,9,0.5625
Incredible_traffic_Sound_in__0027136,905.4,16,7,9,0.5625
Incredible_traffic_Sound_in__0021061,702.7,18,8,10,0.5556
Incredible_traffic_Sound_in__0029641,989.0,9,4,5,0.5556
Incredible_traffic_Sound_in__0016606,554.1,5,11,6,0.5455
Incredible_traffic_Sound_in__0029761,993.0,11,5,6,0.5455
Incredible_traffic_Sound_in__0033151,1106.1,11,5,6,0.5455
Incredible_traffic_Sound_in__0035386,1180.7,5,11,6,0.5455
Incredible_traffic_Sound_in__0004531,151.2,13,6,7,0.5385
Incredible_traffic_Sound_in__0027151,905.9,13,6,7,0.5385
Incredible_traffic_Sound_in__0034906,1164.7,13,6,7,0.5385
Incredible_traffic_Sound_in__0010096,336.9,15,7,8,0.5333
Incredible_traffic_Sound_in__0030406,1014.5,15,7,8,0.5333
Incredible_traffic_Sound_in__0034771,1160.2,15,7,8,0.5333
Incredible_traffic_Sound_in__0032041,1069.1,17,8,9,0.5294
Incredible_traffic_Sound_in__0035551,1186.2,17,8,9,0.5294
Incredible_traffic_Sound_in__0009796,326.9,19,9,10,0.5263
Incredible_traffic_Sound_in__0020881,696.7,19,9,10,0.5263
Incredible_traffic_Sound_in__0024436,815.3,19,9,10,0.5263
Incredible_traffic_Sound_in__0029116,971.5,19,9,10,0.5263
Incredible_traffic_Sound_in__0010306,343.9,21,10,11,0.5238
Incredible_traffic_Sound_in__0030421,1015.0,21,10,11,0.5238
Incredible_traffic_Sound_in__0015481,516.5,23,11,12,0.5217
Incredible_traffic_Sound_in__0003541,118.2,12,6,6,0.5
Incredible_traffic_Sound_in__0009031,301.3,14,7,7,0.5
Incredible_traffic_Sound_in__0009196,306.8,20,10,10,0.5
Incredible_traffic_Sound_in__0009601,320.4,10,5,5,0.5
Incredible_traffic_Sound_in__0013396,447.0,20,10,10,0.5
Incredible_traffic_Sound_in__0015451,515.5,22,11,11,0.5
Incredible_traffic_Sound_in__0018061,602.6,16,8,8,0.5
Incredible_traffic_Sound_in__0024331,811.8,16,8,8,0.5
Incredible_traffic_Sound_in__0024376,813.3,16,8,8,0.5
Incredible_traffic_Sound_in__0024511,817.9,18,9,9,0.5
Incredible_traffic_Sound_in__0029041,969.0,24,12,12,0.5
Incredible_traffic_Sound_in__0029581,987.0,14,7,7,0.5
Incredible_traffic_Sound_in__0029611,988.0,12,6,6,0.5
Incredible_traffic_Sound_in__0029716,991.5,12,6,6,0.5
Incredible_traffic_Sound_in__0030841,1029.1,12,6,6,0.5
Incredible_traffic_Sound_in__0033166,1106.6,12,6,6,0.5
Incredible_traffic_Sound_in__0034096,1137.7,12,6,6,0.5
Incredible_traffic_Sound_in__0035911,1198.2,22,11,11,0.5
Incredible_traffic_Sound_in__0029026,968.5,25,13,12,0.48
Incredible_traffic_Sound_in__0012301,410.4,23,12,11,0.4783
Incredible_traffic_Sound_in__0021511,717.8,21,11,10,0.4762
Incredible_traffic_Sound_in__0026896,897.4,21,11,10,0.4762
Incredible_traffic_Sound_in__0028876,963.5,21,11,10,0.4762
Incredible_traffic_Sound_in__0006811,227.3,19,10,9,0.4737
Incredible_traffic_Sound_in__0008671,289.3,19,10,9,0.4737
Incredible_traffic_Sound_in__0008731,291.3,19,10,9,0.4737
Incredible_traffic_Sound_in__0011071,369.4,19,10,9,0.4737
Incredible_traffic_Sound_in__0013411,447.5,19,10,9,0.4737
Incredible_traffic_Sound_in__0014491,483.5,19,10,9,0.4737
Incredible_traffic_Sound_in__0015541,518.6,19,10,9,0.4737
Incredible_traffic_Sound_in__0020521,684.7,19,10,9,0.4737
Incredible_traffic_Sound_in__0030436,1015.5,19,10,9,0.4737
Incredible_traffic_Sound_in__0014701,490.5,17,9,8,0.4706
Incredible_traffic_Sound_in__0014941,498.5,17,9,8,0.4706
Incredible_traffic_Sound_in__0028846,962.5,17,9,8,0.4706
Incredible_traffic_Sound_in__0028906,964.5,17,9,8,0.4706
Incredible_traffic_Sound_in__0029566,986.5,17,9,8,0.4706
Incredible_traffic_Sound_in__0030016,1001.5,17,9,8,0.4706
Incredible_traffic_Sound_in__0031081,1037.1,17,9,8,0.4706
Incredible_traffic_Sound_in__0032026,1068.6,17,9,8,0.4706
Incredible_traffic_Sound_in__0000481,16.0,13,7,6,0.4615
Incredible_traffic_Sound_in__0003586,119.7,13,7,6,0.4615
Incredible_traffic_Sound_in__0004501,150.2,13,7,6,0.4615
Incredible_traffic_Sound_in__0008956,298.8,26,14,12,0.4615
Incredible_traffic_Sound_in__0016981,566.6,13,7,6,0.4615
Incredible_traffic_Sound_in__0022006,734.3,26,14,12,0.4615
Incredible_traffic_Sound_in__0027826,928.5,13,7,6,0.4615
Incredible_traffic_Sound_in__0028396,947.5,13,7,6,0.4615
Incredible_traffic_Sound_in__0028561,953.0,13,7,6,0.4615
Incredible_traffic_Sound_in__0031231,1042.1,13,7,6,0.4615
Incredible_traffic_Sound_in__0031831,1062.1,13,7,6,0.4615
Incredible_traffic_Sound_in__0031891,1064.1,13,7,6,0.4615
Incredible_traffic_Sound_in__0032896,1097.6,13,7,6,0.4615
Incredible_traffic_Sound_in__0035161,1173.2,13,7,6,0.4615
Incredible_traffic_Sound_in__0000646,21.6,11,6,5,0.4545
Incredible_traffic_Sound_in__0004561,152.2,11,6,5,0.4545
Incredible_traffic_Sound_in__0004876,162.7,22,12,10,0.4545
Incredible_traffic_Sound_in__0006286,209.7,11,6,5,0.4545
Incredible_traffic_Sound_in__0020611,687.7,22,12,10,0.4545
Incredible_traffic_Sound_in__0023671,789.8,11,6,5,0.4545
Incredible_traffic_Sound_in__0029056,969.5,22,12,10,0.4545
Incredible_traffic_Sound_in__0034951,1166.2,11,6,5,0.4545
Incredible_traffic_Sound_in__0004846,161.7,20,11,9,0.45
Incredible_traffic_Sound_in__0015721,524.6,20,11,9,0.45
Incredible_traffic_Sound_in__0021481,716.7,20,11,9,0.45
Incredible_traffic_Sound_in__0028861,963.0,20,11,9,0.45
Incredible_traffic_Sound_in__0000916,30.6,18,10,8,0.4444
Incredible_traffic_Sound_in__0002806,93.6,18,10,8,0.4444
Incredible_traffic_Sound_in__0029656,989.5,9,5,4,0.4444
Incredible_traffic_Sound_in__0030301,1011.0,18,10,8,0.4444
Incredible_traffic_Sound_in__0031066,1036.6,18,10,8,0.4444
Incredible_traffic_Sound_in__0034201,1141.2,5,9,4,0.4444
Incredible_traffic_Sound_in__0000511,17.1,16,9,7,0.4375
Incredible_traffic_Sound_in__0002791,93.1,16,9,7,0.4375
Incredible_traffic_Sound_in__0010336,344.9,16,9,7,0.4375
Incredible_traffic_Sound_in__0020821,694.7,16,9,7,0.4375
Incredible_traffic_Sound_in__0024616,821.4,16,9,7,0.4375
Incredible_traffic_Sound_in__0029131,972.0,16,9,7,0.4375
Incredible_traffic_Sound_in__0031786,1060.6,16,9,7,0.4375
Incredible_traffic_Sound_in__0032866,1096.6,16,9,7,0.4375
Incredible_traffic_Sound_in__0021946,732.3,23,13,10,0.4348
Incredible_traffic_Sound_in__0022096,737.3,23,13,10,0.4348
Incredible_traffic_Sound_in__0009616,320.9,14,8,6,0.4286
Incredible_traffic_Sound_in__0014716,491.0,14,8,6,0.4286
Incredible_traffic_Sound_in__0016621,554.6,4,7,3,0.4286
Incredible_traffic_Sound_in__0021391,713.7,21,12,9,0.4286
Incredible_traffic_Sound_in__0022726,758.3,21,12,9,0.4286
Incredible_traffic_Sound_in__0023056,769.3,14,8,6,0.4286
Incredible_traffic_Sound_in__0025786,860.4,14,8,6,0.4286
Incredible_traffic_Sound_in__0027121,904.9,14,8,6,0.4286
Incredible_traffic_Sound_in__0031141,1039.1,14,8,6,0.4286
Incredible_traffic_Sound_in__0031456,1049.6,21,12,9,0.4286
Incredible_traffic_Sound_in__0035521,1185.2,14,8,6,0.4286
Incredible_traffic_Sound_in__0035536,1185.7,14,8,6,0.4286
Incredible_traffic_Sound_in__0013501,450.5,26,15,11,0.4231
Incredible_traffic_Sound_in__0002821,94.1,19,11,8,0.4211
Incredible_traffic_Sound_in__0006946,231.8,19,11,8,0.4211
Incredible_traffic_Sound_in__0014476,483.0,19,11,8,0.4211
Incredible_traffic_Sound_in__0024661,822.9,19,11,8,0.4211
Incredible_traffic_Sound_in__0025396,847.4,19,11,8,0.4211
Incredible_traffic_Sound_in__0026881,896.9,19,11,8,0.4211
Incredible_traffic_Sound_in__0032176,1073.6,19,11,8,0.4211
Incredible_traffic_Sound_in__0032341,1079.1,19,11,8,0.4211
Incredible_traffic_Sound_in__0001066,35.6,12,7,5,0.4167
Incredible_traffic_Sound_in__0004576,152.7,12,7,5,0.4167
Incredible_traffic_Sound_in__0007801,260.3,24,14,10,0.4167
Incredible_traffic_Sound_in__0009061,302.3,12,7,5,0.4167
Incredible_traffic_Sound_in__0013246,442.0,12,7,5,0.4167
Incredible_traffic_Sound_in__0017266,576.1,12,7,5,0.4167
Incredible_traffic_Sound_in__0019996,667.2,12,7,5,0.4167
Incredible_traffic_Sound_in__0022696,757.3,24,14,10,0.4167
Incredible_traffic_Sound_in__0023656,789.3,12,7,5,0.4167
Incredible_traffic_Sound_in__0026746,892.4,12,7,5,0.4167
Incredible_traffic_Sound_in__0026761,892.9,12,7,5,0.4167
Incredible_traffic_Sound_in__0028471,950.0,24,14,10,0.4167
Incredible_traffic_Sound_in__0029596,987.5,12,7,5,0.4167
Incredible_traffic_Sound_in__0029731,992.0,12,7,5,0.4167
Incredible_traffic_Sound_in__0030826,1028.6,12,7,5,0.4167
Incredible_traffic_Sound_in__0031261,1043.1,12,7,5,0.4167
Incredible_traffic_Sound_in__0032701,1091.1,12,7,5,0.4167
Incredible_traffic_Sound_in__0033811,1128.2,12,7,5,0.4167
Incredible_traffic_Sound_in__0001726,57.6,29,17,12,0.4138
Incredible_traffic_Sound_in__0000901,30.1,17,10,7,0.4118
Incredible_traffic_Sound_in__0009211,307.3,17,10,7,0.4118
Incredible_traffic_Sound_in__0010186,339.9,17,10,7,0.4118
Incredible_traffic_Sound_in__0021496,717.2,17,10,7,0.4118
Incredible_traffic_Sound_in__0024361,812.8,17,10,7,0.4118
Incredible_traffic_Sound_in__0024571,819.9,17,10,7,0.4118
Incredible_traffic_Sound_in__0026866,896.4,17,10,7,0.4118
Incredible_traffic_Sound_in__0032281,1077.1,17,10,7,0.4118
Incredible_traffic_Sound_in__0003301,110.1,22,13,9,0.4091
Incredible_traffic_Sound_in__0013591,453.5,22,13,9,0.4091
Incredible_traffic_Sound_in__0015226,508.0,22,13,9,0.4091
Incredible_traffic_Sound_in__0022261,742.8,22,13,9,0.4091
Incredible_traffic_Sound_in__0022741,758.8,22,13,9,0.4091
Incredible_traffic_Sound_in__0024001,800.8,22,13,9,0.4091
Incredible_traffic_Sound_in__0028246,942.5,22,13,9,0.4091
Incredible_traffic_Sound_in__0028486,950.5,22,13,9,0.4091
Incredible_traffic_Sound_in__0030031,1002.0,22,13,9,0.4091
Incredible_traffic_Sound_in__0030211,1008.0,22,13,9,0.4091
Incredible_traffic_Sound_in__0035896,1197.7,22,13,9,0.4091
Incredible_traffic_Sound_in__0003061,102.1,27,16,11,0.4074
Incredible_traffic_Sound_in__0000121,4.0,25,15,10,0.4
Incredible_traffic_Sound_in__0000676,22.6,15,9,6,0.4
Incredible_traffic_Sound_in__0004426,147.7,15,9,6,0.4
Incredible_traffic_Sound_in__0004756,158.7,15,9,6,0.4
Incredible_traffic_Sound_in__0005071,169.2,10,6,4,0.4
Incredible_traffic_Sound_in__0009046,301.8,15,9,6,0.4
Incredible_traffic_Sound_in__0009481,316.3,10,6,4,0.4
Incredible_traffic_Sound_in__0010291,343.4,20,12,8,0.4
Incredible_traffic_Sound_in__0010381,346.4,15,9,6,0.4
Incredible_traffic_Sound_in__0015391,513.5,20,12,8,0.4
Incredible_traffic_Sound_in__0016591,553.6,6,10,4,0.4
Incredible_traffic_Sound_in__0017236,575.1,15,9,6,0.4
Incredible_traffic_Sound_in__0018166,606.1,10,6,4,0.4
Incredible_traffic_Sound_in__0018496,617.1,15,9,6,0.4
Incredible_traffic_Sound_in__0019006,634.2,15,9,6,0.4
Incredible_traffic_Sound_in__0020161,672.7,15,9,6,0.4
Incredible_traffic_Sound_in__0021076,703.2,20,12,8,0.4
Incredible_traffic_Sound_in__0021721,724.8,15,9,6,0.4
Incredible_traffic_Sound_in__0025771,859.9,10,6,4,0.4
Incredible_traffic_Sound_in__0029686,990.5,10,6,4,0.4
Incredible_traffic_Sound_in__0029896,997.5,15,9,6,0.4
Incredible_traffic_Sound_in__0031111,1038.1,15,9,6,0.4
Incredible_traffic_Sound_in__0031756,1059.6,15,9,6,0.4
Incredible_traffic_Sound_in__0032056,1069.6,15,9,6,0.4
Incredible_traffic_Sound_in__0033121,1105.1,15,9,6,0.4
Incredible_traffic_Sound_in__0033136,1105.6,10,6,4,0.4
Incredible_traffic_Sound_in__0033181,1107.1,10,6,4,0.4
Incredible_traffic_Sound_in__0033271,1110.1,5,3,2,0.4
Incredible_traffic_Sound_in__0034396,1147.7,10,6,4,0.4
Incredible_traffic_Sound_in__0035131,1172.2,15,9,6,0.4
Incredible_traffic_Sound_in__0035611,1188.2,15,9,6,0.4
Incredible_traffic_Sound_in__0002851,95.1,23,14,9,0.3913
Incredible_traffic_Sound_in__0006961,232.3,23,14,9,0.3913
Incredible_traffic_Sound_in__0009826,327.9,23,14,9,0.3913
Incredible_traffic_Sound_in__0021556,719.3,23,14,9,0.3913
Incredible_traffic_Sound_in__0024826,828.4,23,14,9,0.3913
Incredible_traffic_Sound_in__0028231,942.0,23,14,9,0.3913
Incredible_traffic_Sound_in__0001591,53.1,18,11,7,0.3889
Incredible_traffic_Sound_in__0001606,53.6,18,11,7,0.3889
Incredible_traffic_Sound_in__0008851,295.3,18,11,7,0.3889
Incredible_traffic_Sound_in__0009151,305.3,18,11,7,0.3889
Incredible_traffic_Sound_in__0009391,313.3,18,11,7,0.3889
Incredible_traffic_Sound_in__0010171,339.4,18,11,7,0.3889
Incredible_traffic_Sound_in__0015646,522.1,18,11,7,0.3889
Incredible_traffic_Sound_in__0019696,657.2,18,11,7,0.3889
Incredible_traffic_Sound_in__0020836,695.2,18,11,7,0.3889
Incredible_traffic_Sound_in__0031936,1065.6,18,11,7,0.3889
Incredible_traffic_Sound_in__0031996,1067.6,18,11,7,0.3889
Incredible_traffic_Sound_in__0032686,1090.6,18,11,7,0.3889
Incredible_traffic_Sound_in__0035791,1194.2,18,11,7,0.3889
Incredible_traffic_Sound_in__0000631,21.1,13,8,5,0.3846
Incredible_traffic_Sound_in__0007786,259.8,26,16,10,0.3846
Incredible_traffic_Sound_in__0010066,335.9,13,8,5,0.3846
Incredible_traffic_Sound_in__0012106,403.9,13,8,5,0.3846
Incredible_traffic_Sound_in__0019981,666.7,13,8,5,0.3846
Incredible_traffic_Sound_in__0022306,744.3,13,8,5,0.3846
Incredible_traffic_Sound_in__0025546,852.4,13,8,5,0.3846
Incredible_traffic_Sound_in__0025891,863.9,8,13,5,0.3846
Incredible_traffic_Sound_in__0026776,893.4,13,8,5,0.3846
Incredible_traffic_Sound_in__0027166,906.4,13,8,5,0.3846
Incredible_traffic_Sound_in__0030781,1027.1,13,8,5,0.3846
Incredible_traffic_Sound_in__0031171,1040.1,13,8,5,0.3846
Incredible_traffic_Sound_in__0031906,1064.6,13,8,5,0.3846
Incredible_traffic_Sound_in__0032746,1092.6,13,8,5,0.3846
Incredible_traffic_Sound_in__0033856,1129.7,13,8,5,0.3846
Incredible_traffic_Sound_in__0013606,454.0,21,13,8,0.381
Incredible_traffic_Sound_in__0015301,510.5,21,13,8,0.381
Incredible_traffic_Sound_in__0015586,520.1,21,13,8,0.381
Incredible_traffic_Sound_in__0018871,629.7,21,13,8,0.381
Incredible_traffic_Sound_in__0027226,908.4,21,13,8,0.381
Incredible_traffic_Sound_in__0028891,964.0,21,13,8,0.381
Incredible_traffic_Sound_in__0029011,968.0,21,13,8,0.381
Incredible_traffic_Sound_in__0000061,2.0,24,15,9,0.375
Incredible_traffic_Sound_in__0008026,267.8,24,15,9,0.375
Incredible_traffic_Sound_in__0009586,319.9,8,5,3,0.375
Incredible_traffic_Sound_in__0013816,461.0,16,10,6,0.375
Incredible_traffic_Sound_in__0016726,558.1,8,5,3,0.375
Incredible_traffic_Sound_in__0017041,568.6,16,10,6,0.375
Incredible_traffic_Sound_in__0017191,573.6,16,10,6,0.375
Incredible_traffic_Sound_in__0021016,701.2,16,10,6,0.375
Incredible_traffic_Sound_in__0025591,853.9,16,10,6,0.375
Incredible_traffic_Sound_in__0030346,1012.5,16,10,6,0.375
Incredible_traffic_Sound_in__0030361,1013.0,16,10,6,0.375
Incredible_traffic_Sound_in__0030481,1017.0,16,10,6,0.375
Incredible_traffic_Sound_in__0032161,1073.1,16,10,6,0.375
Incredible_traffic_Sound_in__0034126,1138.7,5,8,3,0.375
Incredible_traffic_Sound_in__0035431,1182.2,8,5,3,0.375
Incredible_traffic_Sound_in__0001516,50.6,19,12,7,0.3684
Incredible_traffic_Sound_in__0003946,131.7,19,12,7,0.3684
Incredible_traffic_Sound_in__0004861,162.2,19,12,7,0.3684
Incredible_traffic_Sound_in__0010276,342.9,19,12,7,0.3684
Incredible_traffic_Sound_in__0010351,345.4,19,12,7,0.3684
Incredible_traffic_Sound_in__0013456,449.0,19,12,7,0.3684
Incredible_traffic_Sound_in__0019711,657.7,19,12,7,0.3684
Incredible_traffic_Sound_in__0023011,767.8,19,12,7,0.3684
Incredible_traffic_Sound_in__0023521,784.8,19,12,7,0.3684
Incredible_traffic_Sound_in__0026041,868.9,19,12,7,0.3684
Incredible_traffic_Sound_in__0028501,951.0,19,12,7,0.3684
Incredible_traffic_Sound_in__0028996,967.5,19,12,7,0.3684
Incredible_traffic_Sound_in__0029446,982.5,19,12,7,0.3684
Incredible_traffic_Sound_in__0030046,1002.5,19,12,7,0.3684
Incredible_traffic_Sound_in__0030286,1010.5,19,12,7,0.3684
Incredible_traffic_Sound_in__0030451,1016.0,19,12,7,0.3684
Incredible_traffic_Sound_in__0031381,1047.1,19,12,7,0.3684
Incredible_traffic_Sound_in__0002176,72.6,22,14,8,0.3636
Incredible_traffic_Sound_in__0003196,106.6,33,21,12,0.3636
Incredible_traffic_Sound_in__0003646,121.7,7,11,4,0.3636
Incredible_traffic_Sound_in__0004906,163.7,22,14,8,0.3636
Incredible_traffic_Sound_in__0004996,166.7,11,7,4,0.3636
Incredible_traffic_Sound_in__0007906,263.8,22,14,8,0.3636
Incredible_traffic_Sound_in__0008836,294.8,22,14,8,0.3636
Incredible_traffic_Sound_in__0009661,322.4,11,7,4,0.3636
Incredible_traffic_Sound_in__0015271,509.5,22,14,8,0.3636
Incredible_traffic_Sound_in__0017656,589.1,11,7,4,0.3636
Incredible_traffic_Sound_in__0018241,608.6,11,7,4,0.3636
Incredible_traffic_Sound_in__0020386,680.2,7,11,4,0.3636
Incredible_traffic_Sound_in__0022021,734.8,22,14,8,0.3636
Incredible_traffic_Sound_in__0022216,741.3,22,14,8,0.3636
Incredible_traffic_Sound_in__0022501,750.8,22,14,8,0.3636
Incredible_traffic_Sound_in__0022816,761.3,22,14,8,0.3636
Incredible_traffic_Sound_in__0023881,796.8,11,7,4,0.3636
Incredible_traffic_Sound_in__0027811,928.0,11,7,4,0.3636
Incredible_traffic_Sound_in__0029821,995.0,11,7,4,0.3636
Incredible_traffic_Sound_in__0030121,1005.0,22,14,8,0.3636
Incredible_traffic_Sound_in__0030256,1009.5,22,14,8,0.3636
Incredible_traffic_Sound_in__0035041,1169.2,11,7,4,0.3636
Incredible_traffic_Sound_in__0035071,1170.2,11,7,4,0.3636
Incredible_traffic_Sound_in__0035146,1172.7,11,7,4,0.3636
Incredible_traffic_Sound_in__0035416,1181.7,11,7,4,0.3636
Incredible_traffic_Sound_in__0035446,1182.7,11,7,4,0.3636
Incredible_traffic_Sound_in__0003226,107.6,25,16,9,0.36
Incredible_traffic_Sound_in__0009751,325.4,25,16,9,0.36
Incredible_traffic_Sound_in__0015421,514.5,25,16,9,0.36
Incredible_traffic_Sound_in__0021796,727.3,25,16,9,0.36
Incredible_traffic_Sound_in__0002506,83.6,14,9,5,0.3571
Incredible_traffic_Sound_in__0002701,90.1,14,9,5,0.3571
Incredible_traffic_Sound_in__0007261,242.3,14,9,5,0.3571
Incredible_traffic_Sound_in__0008446,281.8,14,9,5,0.3571
Incredible_traffic_Sound_in__0008611,287.3,14,9,5,0.3571
Incredible_traffic_Sound_in__0009286,309.8,14,9,5,0.3571
Incredible_traffic_Sound_in__0010081,336.4,14,9,5,0.3571
Incredible_traffic_Sound_in__0016381,546.6,9,14,5,0.3571
Incredible_traffic_Sound_in__0020116,671.2,14,9,5,0.3571
Incredible_traffic_Sound_in__0020281,676.7,14,9,5,0.3571
Incredible_traffic_Sound_in__0025726,858.4,14,9,5,0.3571
Incredible_traffic_Sound_in__0027076,903.4,14,9,5,0.3571
Incredible_traffic_Sound_in__0027841,929.0,14,9,5,0.3571
Incredible_traffic_Sound_in__0029221,975.0,14,9,5,0.3571
Incredible_traffic_Sound_in__0029491,984.0,14,9,5,0.3571
Incredible_traffic_Sound_in__0031816,1061.6,14,9,5,0.3571
Incredible_traffic_Sound_in__0031876,1063.6,14,9,5,0.3571
Incredible_traffic_Sound_in__0032536,1085.6,14,9,5,0.3571
Incredible_traffic_Sound_in__0032551,1086.1,14,9,5,0.3571
Incredible_traffic_Sound_in__0032596,1087.6,14,9,5,0.3571
Incredible_traffic_Sound_in__0033826,1128.7,14,9,5,0.3571
Incredible_traffic_Sound_in__0035326,1178.7,14,9,5,0.3571
Incredible_traffic_Sound_in__0035341,1179.2,14,9,5,0.3571
Incredible_traffic_Sound_in__0035776,1193.7,14,9,5,0.3571
Incredible_traffic_Sound_in__0002116,70.6,17,11,6,0.3529
Incredible_traffic_Sound_in__0007636,254.8,17,11,6,0.3529
Incredible_traffic_Sound_in__0008326,277.8,17,11,6,0.3529
Incredible_traffic_Sound_in__0010126,337.9,17,11,6,0.3529
Incredible_traffic_Sound_in__0010201,340.4,17,11,6,0.3529
Incredible_traffic_Sound_in__0013681,456.5,17,11,6,0.3529
Incredible_traffic_Sound_in__0015676,523.1,17,11,6,0.3529
Incredible_traffic_Sound_in__0019561,652.7,11,17,6,0.3529
Incredible_traffic_Sound_in__0020596,687.2,17,11,6,0.3529
Incredible_traffic_Sound_in__0026911,897.9,17,11,6,0.3529
Incredible_traffic_Sound_in__0028156,939.5,17,11,6,0.3529
Incredible_traffic_Sound_in__0028186,940.5,17,11,6,0.3529
Incredible_traffic_Sound_in__0028291,944.0,17,11,6,0.3529
Incredible_traffic_Sound_in__0029461,983.0,17,11,6,0.3529
Incredible_traffic_Sound_in__0031606,1054.6,17,11,6,0.3529
Incredible_traffic_Sound_in__0031861,1063.1,17,11,6,0.3529
Incredible_traffic_Sound_in__0031951,1066.1,17,11,6,0.3529
Incredible_traffic_Sound_in__0032191,1074.1,17,11,6,0.3529
Incredible_traffic_Sound_in__0032296,1077.6,17,11,6,0.3529
Incredible_traffic_Sound_in__0032311,1078.1,17,11,6,0.3529
Incredible_traffic_Sound_in__0033571,1120.2,17,11,6,0.3529
Incredible_traffic_Sound_in__0035956,1199.7,17,11,6,0.3529
Incredible_traffic_Sound_in__0007141,238.3,20,13,7,0.35
Incredible_traffic_Sound_in__0008266,275.8,20,13,7,0.35
Incredible_traffic_Sound_in__0008296,276.8,20,13,7,0.35
Incredible_traffic_Sound_in__0012496,416.9,20,13,7,0.35
Incredible_traffic_Sound_in__0013771,459.5,20,13,7,0.35
Incredible_traffic_Sound_in__0015211,507.5,20,13,7,0.35
Incredible_traffic_Sound_in__0021751,725.8,20,13,7,0.35
Incredible_traffic_Sound_in__0022801,760.8,20,13,7,0.35
Incredible_traffic_Sound_in__0022981,766.8,20,13,7,0.35
Incredible_traffic_Sound_in__0025336,845.4,20,13,7,0.35
Incredible_traffic_Sound_in__0028516,951.5,20,13,7,0.35
Incredible_traffic_Sound_in__0032131,1072.1,20,13,7,0.35
Incredible_traffic_Sound_in__0032431,1082.1,20,13,7,0.35
Incredible_traffic_Sound_in__0007621,254.3,23,15,8,0.3478
Incredible_traffic_Sound_in__0008206,273.8,23,15,8,0.3478
Incredible_traffic_Sound_in__0011626,387.9,23,15,8,0.3478
Incredible_traffic_Sound_in__0013426,448.0,23,15,8,0.3478
Incredible_traffic_Sound_in__0014446,482.0,23,15,8,0.3478
Incredible_traffic_Sound_in__0015376,513.0,23,15,8,0.3478
Incredible_traffic_Sound_in__0020746,692.2,23,15,8,0.3478
Incredible_traffic_Sound_in__0021376,713.2,23,15,8,0.3478
Incredible_traffic_Sound_in__0021826,728.3,23,15,8,0.3478
Incredible_traffic_Sound_in__0021916,731.3,23,15,8,0.3478
Incredible_traffic_Sound_in__0001906,63.6,26,17,9,0.3462
Incredible_traffic_Sound_in__0020731,691.7,26,17,9,0.3462
Incredible_traffic_Sound_in__0027316,911.4,26,17,9,0.3462
Incredible_traffic_Sound_in__0011491,383.4,29,19,10,0.3448
Incredible_traffic_Sound_in__0014371,479.5,29,19,10,0.3448
Incredible_traffic_Sound_in__0000376,12.5,15,10,5,0.3333
Incredible_traffic_Sound_in__0000556,18.6,15,10,5,0.3333
Incredible_traffic_Sound_in__0000946,31.6,18,12,6,0.3333
Incredible_traffic_Sound_in__0001006,33.6,12,8,4,0.3333
Incredible_traffic_Sound_in__0001561,52.1,15,10,5,0.3333
Incredible_traffic_Sound_in__0003166,105.6,27,18,9,0.3333
Incredible_traffic_Sound_in__0005461,182.2,15,10,5,0.3333
Incredible_traffic_Sound_in__0005476,182.7,18,12,6,0.3333
Incredible_traffic_Sound_in__0005716,190.7,15,10,5,0.3333
Incredible_traffic_Sound_in__0005911,197.2,21,14,7,0.3333
Incredible_traffic_Sound_in__0006196,206.7,8,12,4,0.3333
Incredible_traffic_Sound_in__0006271,209.2,9,6,3,0.3333
Incredible_traffic_Sound_in__0006301,210.2,12,8,4,0.3333
Incredible_traffic_Sound_in__0006976,232.8,24,16,8,0.3333
Incredible_traffic_Sound_in__0007216,240.8,15,10,5,0.3333
Incredible_traffic_Sound_in__0007681,256.3,18,12,6,0.3333
Incredible_traffic_Sound_in__0008971,299.3,24,16,8,0.3333
Incredible_traffic_Sound_in__0009496,316.8,9,6,3,0.3333
